Label Ep_x Ep_y Ep_z Ev_x Ev_y Ev_z t_t m_0 |Delta_a| |Delta_e| cos(Delta_i) Delta_Omega Delta_omega Delta_theta
0.0 -1054653.7868041992 190336.29963684082 8004080.915797234 -801.0131879700584 1206.8333120016614 379.9806031281332 65838320.05693823 857.7557398268408 78346039360.61029 0.07671135946058417 0.9994816403561815 -2.2778388958242086 0.0639664885206237 -0.6164116893638293
0.0 162011.20840454102 -118037.671875 60638.23183107376 -4137.767857565181 17.54862403187508 872.5948695089346 33687745.08722217 817.3173232724989 78345982999.54831 0.07670875518215749 0.9994814199759533 -2.277711934221608 0.06372947760149383 0.4701548054114504
0.0 -1202756.9808654785 -2691512.7161865234 1923245.0393986702 -1545.7090097332475 1430.8793285186139 948.1685493522023 72490203.20020583 845.601201564805 78346046719.3439 0.07671162358373974 0.9994816594410981 -2.2778537356702975 0.06399936557826091 -0.04585536385139649
0.0 6552531.512329102 5830673.224395752 -7161349.211968422 -591.7801212151389 1130.3946029916824 521.4337248452099 71304946.13138394 871.9279704781378 78346046253.16287 0.07671163047575034 0.9994816612466381 -2.277853336126375 0.0639966814835784 -0.2699932094274242
0.0 3887250.790084839 -829211.5743408203 -620369.5837144852 -2524.516433360641 10713.954097803222 -71.83914690973711 43945054.43688079 815.0117998564764 78345992771.30438 0.07670906186756302 0.9994814397025735 -2.2777306323614095 0.06377425659107416 -5.023510062713472
0.0 2044604.5548057556 6035999.52633667 -9269203.627467155 -1155.750278460131 2056.532519983568 471.6645863916574 75403996.64082496 862.832775713076 78346013053.1994 0.0767093838995281 0.9994814405049042 -2.277762244879322 0.06387520347424314 -0.4401346453242506
0.0 12161934.598693848 4359630.173736572 -9684512.470126152 150.78882548530237 1667.7224678883067 662.9945286046877 70508465.44482481 864.0048211118237 78346044528.62708 0.0767115449983983 0.9994816537652219 -2.2778493188313225 0.06398957683644024 -0.23239696679170574
0.0 573696.7223510742 964837.9758605957 -1513878.3675498962 1330.105049196336 5010.8400972876425 -6152.947574982939 60432957.54978422 845.8135484048975 78346036648.26349 0.07671135345475107 0.9994816449779772 -2.277835516215036 0.06395204535840993 -1.5181908772212047
1.0 5223300.100402832 1799879.6653823853 7145228.545354843 -440.9958868098629 753.6037235185504 341.9799983789768 65733668.77651044 862.8414018376599 78346038903.04233 0.07671133348170729 0.9994816379501095 -2.277837754427354 0.06396468743299799 -0.5705637215923332
0.0 -7882036.953643799 -611139.1493911743 -7039754.387624741 -768.4528687151687 1198.809919260777 -548.9945761204217 72679002.36494839 860.6421032512887 78346044096.28943 0.07671145026385583 0.9994816425354875 -2.27784663433477 0.06398966155683627 0.34524545566775466
0.0 4702896.555770874 -2189029.983291626 7831243.931658745 -1202.1087351672868 541.7273167346357 126.26827353723814 72024902.41891427 866.5686424974559 78346045914.30814 0.07671158657335886 0.9994816563177209 -2.2778519265093586 0.06399597543932245 -0.0524535388522443
0.0 7042190.723678589 -1253529.0479125977 -28642.54175376892 -545.5716029840769 2339.051577119686 1533.3981712607022 75217942.11509708 882.7570182076498 78346010811.94974 0.07670924655109497 0.9994814274282989 -2.2777564230258758 0.06386663849063545 -0.19577331848225743
1.0 1659918.7350769043 -3927920.018386841 7186735.49509716 -180.69037117379776 902.5757541154453 63.39173042067398 69247701.24047965 854.3337968438808 78346043190.96573 0.07671149858211482 0.9994816504996549 -2.2778466577756946 0.06398355987334892 -0.3525383020049644
0.0 -4524868.021911621 -118449.13641357422 -2106797.368655205 -1352.7813372330384 206.20024618288517 80.23436039305307 72355078.32528916 876.6187875194688 78346049672.31866 0.07671181630886942 0.9994816781671874 -2.277861675402907 0.0640103510914578 -0.4550943685311903
0.0 -2071412.8909301758 -3516266.2929611206 -5055987.668006897 1556.8103190613463 1519.190700836265 -6780.522688903138 59921791.32257977 858.1332687520542 78346033324.21387 0.07671115702507114 0.9994816265157338 -2.2778270481538527 0.0639391572621184 -1.0746845848319797
0.0 3774483.2161865234 451195.3051300049 -1592038.5048875809 3447.0254193421824 2446.4040397748395 -6887.720083267559 62242870.92051426 880.8744532236833 78346000165.90094 0.0767089680970074 0.9994814130417339 -2.2777373257920983 0.06381643607438114 -1.783335579906053
0.0 4982045.675933838 2479742.379211426 -2167729.8805880547 5250.162836305204 3925.273893898895 771.9596431104225 35364260.056130275 815.0474099261921 78345981694.22018 0.0767086199865811 0.9994814053140185 -2.2777072803763074 0.06372589432028519 1.107239132889707
0.0 -8411258.749603271 291880.5259628296 2628308.1173624992 -6929.508654253139 652.9381384830376 4354.025750273393 66690178.287233524 853.9774544086964 78346013328.81042 0.07670967099674011 0.9994814765989886 -2.277769143655692 0.06386937917055846 -2.4739511261302476
0.0 1571667.764251709 4218972.388031006 -6026659.427723885 -1868.3702231692769 7986.700809103099 136.32685468823368 39988639.802184135 801.6776592591426 78345990881.1838 0.07670906354765226 0.9994814436726271 -2.277728411463006 0.06376404246946432 0.6327681540160714
0.0 300831.6091117859 -699687.2722167969 -3557937.29731369 796.023070575684 5637.238196060529 -3925.050288557232 67417939.01246552 865.5381204790344 78346005932.12433 0.07670917621388519 0.9994814281469458 -2.2777489805135 0.06384216883633798 -1.413677285743769
0.0 2110051.850593567 -7839901.56729126 -3157603.3265342712 -971.5936497987459 1111.9030940253178 172.69512610213008 72308256.59489281 876.7635023262637 78346048461.23965 0.07671174043015626 0.9994816708907628 -2.277858491499866 0.06400576521105084 -0.3131479544118334
0.0 5787346.5059661865 1056170.643234253 8765190.74474907 -364.5679425714443 502.191709890496 -322.8638164677859 74509170.66297804 868.6985344425212 78346047511.60529 0.07671161172693469 0.9994816563542885 -2.2778544113880663 0.06400393078634448 0.33521314245531636
0.0 -1148630.7815246582 10287215.521606445 -10160500.247073174 -563.1276681484796 1597.6466665114713 490.235575276585 70906716.71505864 866.5258132297498 78346043530.67111 0.07671146896237444 0.9994816460451976 -2.2778463860845 0.06398614184796703 -2.906304425087658e-05
0.0 2325841.1404418945 935343.3549194336 -9657889.693109512 -953.9413855268649 767.9683702802431 -331.66480517872594 71896878.91829358 850.9194870525778 78346044654.419 0.07671151008953606 0.9994816490607783 -2.2778486704153855 0.06399114229719327 0.08415972471210964
0.0 1269710.8672027588 1357239.912261963 421758.7000231743 -825.1230239140277 9028.229902518062 -262.8815811102938 39699000.90216828 813.8464227699225 78345989888.8804 0.07670900914745463 0.9994814387011397 -2.2777259805406884 0.06376008720098625 -5.555486144082803
0.0 3507829.801132202 4640054.008087158 1088342.1908864975 -365.5971349221727 5466.521537051589 -187.38451192742446 35264681.46592709 804.5669840821305 78345987532.24005 0.07670899582106858 0.9994814416827915 -2.277722858615051 0.06374774454352483 0.07012387621903171
1.0 -2726986.570678711 5090857.044998169 -7026325.335848808 693.7990116181599 404.1503899171548 -239.5131156798625 73103337.21106562 870.3191539693984 78346006358.71295 0.0767090276142583 0.9994814083331368 -2.2777460901926143 0.06384824674006317 -0.08985036097848309
0.0 303488.44647216797 1065990.631439209 -6556976.477025986 376.64604821426474 896.0388359278113 546.2175680683597 74571017.56194212 879.1748662327882 78346011059.5368 0.07670928236737976 0.9994814315075928 -2.277757538521424 0.06386705920883351 -0.3839433254542631
0.0 -15854.694274902344 -1163924.711654663 -2861357.598849654 354.88179147586106 948.3573738919804 562.377398143792 17689729.16045246 779.2089327580345 78345971675.74567 0.07670852694696201 0.9994814133455965 -2.2776931759426207 0.06367434975228381 4.824869999436371
0.0 -696410.162109375 -832682.0040283203 -6395128.528306961 -3466.7854918209487 6473.268449368295 -613.0517379093867 40804570.79815847 810.0838744216035 78345992751.07318 0.07670915770419674 0.9994814519744298 -2.277732801101605 0.0637717084006919 0.5242691430673956
0.0 510554.90729522705 193793.61196899414 -6740365.458556175 -1268.9423688566421 492.655638190261 35.076537317664474 74402390.15063891 840.7489316835314 78346048682.68289 0.07671168980217115 0.9994816639906471 -2.277857597736506 0.06400824549892192 0.16071813372857496
0.0 -72341.84097290039 3034351.677658081 -330816.6879198551 524.827946100424 1406.059452970927 -1031.4747175552454 69429724.58613734 845.7642819626196 78346041635.03406 0.07671139360704099 0.9994816401951652 -2.2778423958757177 0.06397785881417661 -0.08655935844328955
0.0 -1990952.4693603516 399611.5384674072 1807500.6126295328 -41.587152100553794 951.8678962000886 583.7528087695241 18636252.985220328 780.9284041260547 78345972143.8324 0.0767085275601076 0.9994814124938177 -2.277693749496215 0.0636768530720655 4.974566963041303
0.0 -12432072.669662476 -10825398.345657349 22958265.63558626 1022.6857075588596 2805.119315127111 1124.9838789726696 73469911.46391127 864.6172049867217 78346008954.0744 0.07670918198947661 0.999481422879563 -2.27775272493616 0.06385828393475812 -0.3681524288950576
1.0 -6088205.6599731445 -4026391.07711792 2921056.335369587 186.33649020871144 811.1087427191815 530.0601518360677 18848452.18304918 777.5133769635567 78345972523.23941 0.07670854522222395 0.9994814139942099 -2.277694607160716 0.06367844523572774 4.9661824936366425
0.0 -1590468.107055664 2304711.549850464 -5152590.729104996 1070.3645071046467 1503.457619800476 527.6292013130148 71566015.92423509 844.7622158031812 78346005952.84863 0.07670904924605015 0.999481411900509 -2.2777461000219525 0.06384551205945765 -0.4018813169828537
0.0 -5700190.792388916 6263167.039558411 -5116473.068977356 12475.723422028026 -1154.9641467082874 -1445.895167277902 69005271.30565871 882.9127994925831 78346018551.34912 0.07670993285245038 0.9994814996418631 -2.277781378133171 0.06389081837609911 3.69432999231858
0.0 -4267786.9793396 -4788768.748764038 2349664.191679001 -3462.6895322017554 -3301.591270763234 4462.290274060213 68203808.69885746 890.7755980041055 78346017490.46161 0.07670988990281148 0.9994814962682353 -2.2777791272400356 0.06388620258558397 3.652600586744983
0.0 5180732.895080566 4058340.720275879 5724122.443194389 -4833.267855756436 5591.81851543572 -50.35227484084703 42200061.049120896 811.9790051310998 78345994618.76517 0.07670923379591736 0.9994814579749597 -2.277736774756154 0.06377982230876711 0.5617623360435848
0.0 -820519.0815734863 3399153.6899414062 -908249.7366755009 -1012.7924861089523 9432.171435485508 -327.87289148008796 40011054.31590662 802.8970180505739 78345990104.15814 0.07670901324171683 0.9994814387959068 -2.2777263315561966 0.06376114147202294 -5.517291902426935
0.0 -2906138.2776794434 -400668.44214630127 310686.9024178982 -13678.432521918712 -6209.842838794892 869.0448708329432 46743167.3346855 822.2085632743787 78346004105.97046 0.07670969904088544 0.9994814985024859 -2.2777587609031427 0.06381903423886204 0.32285479624360053
0.0 -1616221.2273101807 -855662.5403747559 -1996134.2146263123 -3407.7539770035473 8490.96626135936 322.49304404039043 42012675.866782956 821.1418391653131 78345992793.13638 0.07670912302583649 0.9994814474648295 -2.27773205787522 0.06377281742189833 0.8016761065128462
0.0 -1238567.5562438965 2662513.7938842773 -13577820.387428284 -196.98234220710947 941.2232114416311 671.0810509323945 73322284.38309701 866.6296791188328 78346010206.26987 0.07670926650732131 0.9994814311786944 -2.277756155666785 0.06386287118394574 -0.5725945254852193
0.0 3484134.6442871094 2696664.430152893 -1668273.012225628 -13734.865687787747 -6827.9170205522205 698.9943205759422 45417488.68352132 814.577107891821 78346003286.64111 0.07670968772747595 0.999481498686454 -2.277757522651321 0.06381491311723853 0.11115460698681018
0.0 2321223.969482422 -6728135.606002808 -3210987.569278717 -4701.329811525424 3452.5270333267945 -5849.107861796835 65958846.94731424 872.8291747250387 78346011683.3768 0.07670958855510647 0.9994814693465469 -2.277765290378039 0.06386262293130596 -2.4577194274358316
0.0 -1146804.5098724365 -5809070.33895874 -17299.213956832886 -315.59508141611514 1216.3512499155877 313.5705253050355 71849960.36457285 832.7465085150868 78346045788.8175 0.07671158397141518 0.9994816562349725 -2.2778517169674597 0.06399536635935732 -0.07794960004776191
0.0 -8089089.530731201 236264.27200317383 -6924074.704446912 1502.0903843006954 1503.3123738104587 26.790014981367463 68874795.53953272 840.2292009885417 78346003411.96368 0.07670897024542568 0.9994814068660522 -2.2777412551098606 0.06383384951955229 -0.6693112367469652
0.0 -3138919.679737091 -504368.87295532227 -3052106.4192504883 -1062.4880656209352 811.6312354509337 705.305979369385 72272056.71258962 860.4714070344414 78346050128.95563 0.07671184803259831 0.999481681308082 -2.27786294713954 0.06401200094402792 -0.532216633661313
0.0 -1312679.0820007324 -538560.8277282715 -4404948.851182699 3003.606640298798 2921.925106589126 348.0826445881488 31442741.805492755 821.0109581690166 78345980691.39099 0.07670867724052945 0.9994814146141944 -2.2777073917303454 0.06371904048931576 0.32961325969898425
0.0 2200102.672187805 7700995.312652588 -15522312.549402237 -1809.6379347003094 9609.47716877452 94.13243629819743 41257855.42052042 814.1602404445368 78345991299.73169 0.07670905101762185 0.9994814412417344 -2.277728625060269 0.0637666137376991 -5.419093337415954
0.0 172467.89111328125 -236623.415473938 -298233.6037662029 2691.962604156106 3448.345091911833 1555.2666157609142 65763492.50588911 855.9286473921218 78346001846.97394 0.07670896654748927 0.9994814095037545 -2.2777392997950088 0.06382552192052326 -1.184998239316685
0.0 -280207.2658996582 -2029664.6849060059 -2098111.014254093 -1107.3773864210198 -809.1259926494095 -273.112326861735 77135834.45972699 876.5413291375392 78346054361.16388 0.076711967830861 0.999481688187229 -2.277870747289424 0.06403172662927847 0.07410877455012821
0.0 -4973627.571960449 5593416.52671814 -2864754.0164928436 2431.620603183521 1794.4528410327184 -5690.677101511389 62678611.92087314 856.5172134855077 78345999706.27066 0.07670892527330894 0.999481408489316 -2.277735796489169 0.06381505264032672 -1.5945639882417595
0.0 -1075449.4365692139 11080544.507965088 4146632.1708221436 701.60773826082 2504.8909483548687 699.0325737855212 72566757.55944781 850.7791148736238 78346008806.18027 0.07670920047909904 0.9994814255333117 -2.2777529712292615 0.06385701745254391 -0.5665159095055029
0.0 -17687.826629638672 1774100.0487670898 -2742700.1112098694 -799.2015627925357 595.214294659756 161.6134631457653 72374376.83386907 842.5151222475581 78346046008.85712 0.07671158180176736 0.9994816555209901 -2.277851930344582 0.06399660568845444 0.01898063297670749
0.0 7334037.734832764 -6015507.683662415 17240829.853202343 -551.680111631159 437.4956921577832 80.65293396929451 72220628.38095915 884.919879911717 78346044104.81009 0.07671146498440358 0.9994816443970339 -2.2778469813536475 0.063989332727866 0.23533772584302848
0.0 -979262.6434631348 4401657.302032471 7340898.561331749 2118.243276371795 1534.8320877620026 276.91993602770754 69718983.62023576 869.0804147118084 78346004884.92316 0.07670903818424862 0.9994814126105727 -2.277744570369922 0.06384004675693866 -0.6917902553308088
0.0 -2624666.2666015625 -4385185.40133667 -2408112.4719810486 742.3246523294983 2871.264197717297 -2578.0366424983754 63251968.41062811 810.3040122405376 78346036710.08029 0.07671127021579609 0.999481634233428 -2.277833685442545 0.0639544966869856 -0.8269227568951001
1.0 -1978046.6177978516 -3130475.4459381104 -4501125.7220413685 -562.3220107934449 705.6285954521045 131.74226175070964 75513456.1234039 863.038508264062 78346008969.66626 0.07670911978259287 0.9994814149089729 -2.2777513201628694 0.06385995118591747 0.12120262455194575
0.0 -2118169.1864471436 -666945.8883972168 402831.97891902924 39.64158252870766 5475.015916851677 369.60222508969173 35259562.48363839 804.602772098965 78345987179.7485 0.07670897347296658 0.9994814395308161 -2.2777219258998773 0.06374641649426849 0.1286344796897798
0.0 -1329270.0701789856 -9327786.894073486 3666545.9349765778 -1254.6809727889813 1056.7481832791032 961.1073650383792 71630649.50276724 853.8447253381298 78346047411.28152 0.07671169434778478 0.9994816670963401 -2.2778561819885965 0.06400128797362026 -0.3416303139333742
0.0 -6637818.335800171 1694208.5183410645 -3868430.0493741035 -732.9793732502367 6466.398299015498 156.07133347963992 37560384.0779611 806.5595841617104 78345989090.55762 0.07670902431775126 0.9994814422235327 -2.2777253733965797 0.06375540503749821 0.3537653240858458
0.0 123804.8759765625 -3785658.6499328613 -9875841.32180661 761.5801581718297 1102.7053462329459 74.84717857318691 70666584.2487532 873.9673837586985 78346005243.43051 0.07670903176753353 0.9994814110792414 -2.277744852082681 0.06384213932718641 -0.5146225833526654
0.0 380203.7253341675 -1203817.2477416992 -1580153.7871170044 -1415.033277022234 1027.5797787200913 1130.2402658563567 73949074.53318363 871.8541958601456 78346049184.39215 0.07671173585612423 0.9994816688705537 -2.2778592512522917 0.06400977315329293 -0.011903039802589326
0.0 2934947.8593292236 12878128.183670044 4082021.9623861313 2614.2211339247515 3870.8896878170744 1693.3936966677486 64971860.85724931 826.5527953449086 78346001656.02567 0.07670897883897965 0.9994814114519136 -2.2777393527986316 0.06382418151002156 -1.3507340231401566
0.0 -2754553.368209839 2416309.804840088 6150406.83205986 2394.649004192588 3992.6133460777055 -5997.7346222028045 59302433.49894899 817.8431418807975 78346034880.01715 0.0767112755177485 0.9994816385454933 -2.2778316192084516 0.06394451356725384 -1.5011579406413542
0.0 3750835.5703125 -360247.8000907898 69002.83101844788 9816.127547001826 -6072.120669602056 -2850.8130675990724 66745086.01814817 887.5386393106825 78346015214.93323 0.0767097897265887 0.9994814880044594 -2.2777741149824293 0.06387650699740632 3.606464386239299
0.0 578920.6397705078 -29625.658660888672 -1323898.9010448456 -5649.499585554677 8920.781868779908 -230.4918163504596 44039538.81945004 821.8942485989126 78345994797.88766 0.07670918834173736 0.9994814518178283 -2.2777359487916122 0.06378194316733143 0.9647057086649746
0.0 5081942.443939209 -234108.78871154785 10556058.563165665 1519.6773929358205 2075.7566751031263 -4977.63370537716 60222924.04873151 861.0539136219024 78346034977.94449 0.07671125330158962 0.9994816355160306 -2.2778312279177597 0.06394560601321775 -1.2872202159463366
0.0 -9703183.316223145 -2657642.5108032227 4235322.235866547 -1277.3526626845742 922.4692229627763 -157.99112047899456 63511941.258707926 848.8246632698151 78346038363.9354 0.07671136777325373 0.9994816433968382 -2.277837894665643 0.06396091350474897 -1.032072916860743
0.0 -1205029.6384887695 -3695311.2322387695 1128303.43288517 758.166231388288 1933.5661135692826 289.90394374026675 72263174.58384469 842.0424645900415 78346008747.69623 0.07670920613408888 0.9994814263712629 -2.2777530307176703 0.0638565587949742 -0.6320662266981019
0.0 1516983.7403564453 -627645.2660369873 -1232524.1502013206 1660.0017788932892 1536.389053695013 -144.19019893516736 68861268.21532564 847.8077250776516 78346004110.32745 0.07670901525397283 0.9994814112229863 -2.2777431197744002 0.0638364620451286 -0.7825780757293828
0.0 10600738.330505371 4476951.912338257 5042176.747560501 -538.4006583112332 295.7693619996571 -701.3031118371537 62127769.11928742 863.7775924609911 78345999251.42523 0.07670891326802311 0.9994814078607047 -2.2777349780892293 0.06381291053678417 -1.6541524595678814
1.0 2124108.40435791 1457115.8467407227 -9321888.993266106 -490.0008624665643 -70.35983375377509 -743.0784086828885 76088199.73374082 846.4378546312305 78346051572.33841 0.07671182216681209 0.9994816751403769 -2.2778640806185213 0.06402042661866147 0.19489683658489335
0.0 -5046068.953826904 1426358.4006652832 -6648600.061986923 1268.5352883876312 2414.8446798217665 -6452.933311681252 59217719.61856405 818.788959137827 78346033715.65585 0.07671120379386794 0.9994816317060911 -2.27782858621969 0.06394007333830665 -1.3190803729713276
0.0 20060713.83847046 5764737.561340332 -15067562.935946226 -126.79100718487689 1381.186174949191 -1236.9115750685137 70647655.17772025 875.9345670600873 78346041862.98694 0.07671137049375502 0.9994816367930316 -2.277842139481842 0.06397967380335867 0.17200304198550942
0.0 776847.2613677979 -2480079.894226074 910346.60247159 -2985.1160627480713 8543.187263432326 775.0612908908511 40902185.327155516 800.9290025167481 78345991908.03995 0.076709100857933 0.9994814463942098 -2.2777304926380024 0.06376861866495442 0.6817694261001956
0.0 3146662.7133636475 -44040.61346435547 -749179.2262015343 -1416.2714316571655 4524.54195454414 -159.7047872790393 37955083.14180451 803.0332389401233 78345990226.54788 0.0767090846429765 0.9994814476656918 -2.2777281116493766 0.06375998272098471 0.2590010057911871
0.0 -810899.0403747559 3048982.1264038086 16477249.163088799 -80.77048141151317 438.4592300640834 58.66398600495074 74884763.56706423 873.3378522829379 78346009931.31323 0.07670920062737469 0.9994814233166587 -2.27775431954181 0.06386306838847666 -0.1591664021336089
0.0 1022478.6082611084 1407550.92678833 638860.933637619 304.3023512149957 6372.1158833162835 -281.74074555722035 34918158.35372508 787.2059709725482 78345986548.38742 0.07670894371976553 0.9994814369878683 -2.277720490397534 0.06374377623876626 0.154640134690597
0.0 1532014.8089065552 -2413824.0153808594 3027300.5358343124 -929.4120030050326 2821.635920688015 629.3081880562224 72532057.29300304 856.0051775521172 78346046110.00345 0.07671158338319667 0.9994816555218644 -2.277852087435253 0.06399710973822348 0.04353408086495236
0.0 -1226066.4381103516 -5669171.284484863 4130922.868856907 586.5444318850368 2315.094540774582 -93.27062033975528 67927482.3031502 824.7654282511786 78346002705.65134 0.07670895444607773 0.9994814062529841 -2.277740049305479 0.06383045076019567 -0.7892645285580963
0.0 2340454.4757385254 3162385.6906280518 3875186.0282974243 -8354.936165907611 6346.327884882563 -926.4423591909003 46753935.94779923 805.8269892794258 78345998061.59946 0.0767093127776827 0.9994814612147124 -2.2777426973753485 0.06379633901370241 1.118155294946546
0.0 3808987.3382873535 5618884.0941467285 -2856106.4056987762 1483.8465306541966 1324.9252581819783 339.7359200125036 70764789.9318332 856.1896169906114 78346006627.86392 0.07670911712564611 0.9994814192229122 -2.2777484601102467 0.06384741680630857 -0.6965333093376087
0.0 -2885934.231742859 2219285.515991211 -9770084.181420326 -300.4154965339949 1513.8071471852982 943.2521619569704 71072944.18923832 867.6922544269894 78346045824.45007 0.07671161027796866 0.9994816595209989 -2.2778523615042428 0.06399488853172564 -0.26955589936405905
0.0 -2445221.5745544434 3191196.6369781494 -3471279.7421188354 1238.72504580328 1803.6997794461786 -3046.734358399464 62300155.39133403 844.7860333713913 78345998887.15039 0.07670888467773646 0.999481404935428 -2.277733888456458 0.06381167796169862 -1.5468721953539732
0.0 354449.3298110962 85627.31362915039 14209005.2829113 -1541.83497411391 2568.091977217823 706.0515039678942 75794517.84942965 865.6426259693454 78346012467.84741 0.07670933444710945 0.999481435356348 -2.277760413618193 0.06387331221053749 -0.27194651521608404
0.0 10398679.905792236 2963717.531188965 -4342683.506515503 1809.694987512059 1998.607223501429 -5792.786131505704 61981548.90512446 856.4480817721688 78346001590.94565 0.07670906716754823 0.9994814228549082 -2.2777412961303662 0.063821583075236 -2.0861636053607806
0.0 2252903.4362869263 7932448.5783081055 -8863760.706661224 -1323.6395865329287 1617.448931372991 1153.169870376585 72129397.49518283 845.6070800338579 78346046398.51382 0.07671161425783599 0.9994816588884742 -2.277853138774037 0.06399787645757193 -0.09075176229320192
0.0 1877676.184387207 -2443151.0553588867 2726496.5200657845 1173.0595128514333 980.0002201865427 -212.51989979906645 69966820.08884655 859.0098115778861 78346003938.0556 0.0767089700621737 0.9994814057972519 -2.27774187977684 0.06383668525671826 -0.48484574650415646
